timestamp,conversation_id,customer_id,channel,send_time,message,reasoning
2025-06-29T18:01:54.481753+00:00,2219678,140596,scheduling_phone_call,2017-08-16T17:54:03Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'general query' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.481753+00:00,258788,177530,scheduling_phone_call,2017-08-19T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'complaint' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.481753+00:00,2615789,739394,scheduling_phone_call,2017-08-20T14:22:26Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'positive feedback' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.482246+00:00,2065607,610845,scheduling_phone_call,2017-08-23T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'complaint' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.482246+00:00,79092,499153,scheduling_phone_call,2017-09-10T17:23:01Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'complaint' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.482246+00:00,277740,182339,scheduling_phone_call,2017-09-11T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'positive feedback' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.482246+00:00,980671,352521,scheduling_phone_call,2017-09-17T16:33:34Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'complaint' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.482791+00:00,388366,207909,scheduling_phone_call,2017-09-25T08:07:29Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'positive feedback' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.482791+00:00,212412,166359,scheduling_phone_call,2017-09-25T15:17:23Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'technical issue' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.482791+00:00,917647,328329,scheduling_phone_call,2017-09-26T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'complaint' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.482791+00:00,2034113,117378,scheduling_phone_call,2017-09-27T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'positive feedback' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.482791+00:00,1021635,222781,scheduling_phone_call,2017-09-27T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'complaint' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.482791+00:00,237815,129052,scheduling_phone_call,2017-09-27T16:28:41Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed neutral sentiment on a 'positive feedback' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.482791+00:00,230015,170807,scheduling_phone_call,2017-09-28T03:29:55Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'payment problem' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.483797+00:00,222247,169077,scheduling_phone_call,2017-09-28T15:58:25Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'payment problem' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.483797+00:00,2047361,118541,scheduling_phone_call,2017-09-29T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'complaint' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.483797+00:00,790145,308422,scheduling_phone_call,2017-09-29T10:07:29Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'complaint' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.483797+00:00,287368,184473,scheduling_phone_call,2017-09-30T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'positive feedback' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.483797+00:00,192544,161231,scheduling_phone_call,2017-09-30T04:29:05Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed neutral sentiment on a 'baggage issue' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.484847+00:00,202767,163969,scheduling_phone_call,2017-10-01T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'positive feedback' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.484847+00:00,191895,161095,scheduling_phone_call,2017-10-01T05:27:47Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'positive feedback' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.484847+00:00,1309481,426020,scheduling_phone_call,2017-10-02T14:01:55Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'payment problem' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.484847+00:00,213373,166663,scheduling_phone_call,2017-10-03T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'positive feedback' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.484847+00:00,191245,160939,scheduling_phone_call,2017-10-03T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'complaint' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.484847+00:00,404630,211766,scheduling_phone_call,2017-10-03T03:39:05Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'complaint' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.484847+00:00,212862,166508,scheduling_phone_call,2017-10-03T09:19:37Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'technical issue' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.485820+00:00,2042948,604127,scheduling_phone_call,2017-10-04T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'positive feedback' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.485820+00:00,261229,178195,scheduling_phone_call,2017-10-04T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed neutral sentiment on a 'positive feedback' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.485820+00:00,231294,171082,scheduling_phone_call,2017-10-04T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'positive feedback' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.485820+00:00,811586,313370,scheduling_phone_call,2017-10-04T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'complaint' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.485820+00:00,624663,268287,scheduling_phone_call,2017-10-04T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'complaint' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.485820+00:00,213114,166580,scheduling_phone_call,2017-10-04T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'technical issue' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.486820+00:00,205670,164733,scheduling_phone_call,2017-10-04T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'positive feedback' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.486820+00:00,702791,287868,scheduling_phone_call,2017-10-04T02:58:42Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed neutral sentiment on a 'complaint' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.486820+00:00,2041753,603716,scheduling_phone_call,2017-10-04T03:43:04Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'positive feedback' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.486820+00:00,190187,160601,scheduling_phone_call,2017-10-04T03:51:50Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'complaint' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.486820+00:00,242597,139743,scheduling_phone_call,2017-10-04T04:33:09Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'complaint' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.486820+00:00,187952,118497,scheduling_phone_call,2017-10-04T05:04:32Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed neutral sentiment on a 'complaint' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.486820+00:00,663778,163614,scheduling_phone_call,2017-10-04T05:47:40Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'technical issue' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.487879+00:00,201060,163471,scheduling_phone_call,2017-10-04T07:21:07Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed neutral sentiment on a 'complaint' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.487879+00:00,187675,160037,scheduling_phone_call,2017-10-04T07:47:25Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'complaint' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.487879+00:00,635447,270680,scheduling_phone_call,2017-10-04T08:19:53Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'cancellation' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.487879+00:00,608280,264579,scheduling_phone_call,2017-10-04T12:56:54Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'complaint' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.487879+00:00,197040,162346,scheduling_phone_call,2017-10-04T13:10:01Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed neutral sentiment on a 'baggage issue' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.487879+00:00,621743,181536,scheduling_phone_call,2017-10-04T13:30:33Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'positive feedback' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.488797+00:00,202379,163818,scheduling_phone_call,2017-10-04T15:11:26Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed neutral sentiment on a 'positive feedback' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.488797+00:00,220481,168607,scheduling_phone_call,2017-10-04T15:20:19Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'positive feedback' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.488797+00:00,186308,159784,scheduling_phone_call,2017-10-04T16:21:22Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'baggage issue' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.488797+00:00,185672,159661,scheduling_phone_call,2017-10-04T17:13:04Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed neutral sentiment on a 'positive feedback' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.489543+00:00,190127,160579,scheduling_phone_call,2017-10-04T17:50:24Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'baggage issue' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.489543+00:00,284648,169864,scheduling_phone_call,2017-10-05T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'positive feedback' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.490078+00:00,209544,165601,scheduling_phone_call,2017-10-05T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'complaint' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.491125+00:00,210888,165923,scheduling_phone_call,2017-10-05T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed neutral sentiment on a 'positive feedback' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.492066+00:00,667014,278944,scheduling_phone_call,2017-10-05T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'complaint' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.492438+00:00,209942,165658,scheduling_phone_call,2017-10-05T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'complaint' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.492577+00:00,204700,164472,scheduling_phone_call,2017-10-05T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'positive feedback' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.493697+00:00,259793,177800,scheduling_phone_call,2017-10-05T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'complaint' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.493697+00:00,654147,275607,scheduling_phone_call,2017-10-05T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'complaint' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.493697+00:00,217887,167943,scheduling_phone_call,2017-10-05T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'complaint' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.494675+00:00,208929,165443,scheduling_phone_call,2017-10-05T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed neutral sentiment on a 'positive feedback' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.494675+00:00,206936,165000,scheduling_phone_call,2017-10-05T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'complaint' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.494675+00:00,641398,272212,scheduling_phone_call,2017-10-05T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'technical issue' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.494675+00:00,189804,160527,scheduling_phone_call,2017-10-05T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed neutral sentiment on a 'technical issue' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.495678+00:00,205428,164679,scheduling_phone_call,2017-10-05T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'cancellation' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.495678+00:00,200275,163231,scheduling_phone_call,2017-10-05T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'complaint' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.495678+00:00,221592,158671,scheduling_phone_call,2017-10-05T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'complaint' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.495678+00:00,204596,164437,scheduling_phone_call,2017-10-05T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'positive feedback' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.495678+00:00,204064,164296,scheduling_phone_call,2017-10-05T10:00:00Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'positive feedback' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.496592+00:00,228650,170522,scheduling_phone_call,2017-10-05T02:02:38Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed neutral sentiment on a 'positive feedback' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.496592+00:00,2046646,605283,scheduling_phone_call,2017-10-05T02:18:51Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed neutral sentiment on a 'complaint' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.496592+00:00,215198,167127,scheduling_phone_call,2017-10-05T02:19:58Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'positive feedback' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.496592+00:00,214510,166954,scheduling_phone_call,2017-10-05T02:43:28Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'complaint' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.496592+00:00,339615,197101,scheduling_phone_call,2017-10-05T02:49:14Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'complaint' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.496592+00:00,219055,168225,scheduling_phone_call,2017-10-05T03:14:28Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed positive sentiment on a 'technical issue' issue. Cluster behavior is 'quick_positive_resolution', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.497587+00:00,219205,168279,scheduling_phone_call,2017-10-05T03:24:51Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed negative sentiment on a 'positive feedback' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
2025-06-29T18:01:54.497587+00:00,223786,169471,scheduling_phone_call,2017-10-05T05:18:11Z,"Hi, we're sorry you've had trouble reaching us. We've scheduled a callback to assist you personally.","Customer showed neutral sentiment on a 'positive feedback' issue. Cluster behavior is 'unresponsive_user', so the system selected 'scheduling_phone_call' as the optimal channel for resolution."
